t,m,j,value
1964,Ni,motor_vehicles_trailers_and_semi_trailers,
1964,Ni,other_transport_equipment,
1964,Ni,products_nec,
1964,Sn,construction,
1964,Sn,computers_and_precision_instruments,
1964,Sn,electrical_equipment,
1964,Sn,machinery_and_equipment,
1964,Sn,motor_vehicles_trailers_and_semi_trailers,
1964,Sn,other_transport_equipment,
1964,Sn,products_nec,
1965,Zn,construction,
1965,Zn,computers_and_precision_instruments,
1965,Zn,electrical_equipment,
1965,Zn,machinery_and_equipment,
1965,Zn,motor_vehicles_trailers_and_semi_trailers,
1965,Zn,other_transport_equipment,
1965,Zn,products_nec,
1965,Ni,construction,
1965,Ni,computers_and_precision_instruments,
1965,Ni,electrical_equipment,
1965,Ni,machinery_and_equipment,
1965,Ni,motor_vehicles_trailers_and_semi_trailers,
1965,Ni,other_transport_equipment,
1965,Ni,products_nec,
1965,Sn,construction,
1965,Sn,computers_and_precision_instruments,
1965,Sn,electrical_equipment,
1965,Sn,machinery_and_equipment,
1965,Sn,motor_vehicles_trailers_and_semi_trailers,
1965,Sn,other_transport_equipment,
1965,Sn,products_nec,
1966,Zn,construction,
1966,Zn,computers_and_precision_instruments,
1966,Zn,electrical_equipment,
1966,Zn,machinery_and_equipment,
1966,Zn,motor_vehicles_trailers_and_semi_trailers,
1966,Zn,other_transport_equipment,
1966,Zn,products_nec,
1966,Ni,construction,
1966,Ni,computers_and_precision_instruments,
1966,Ni,electrical_equipment,
1966,Ni,machinery_and_equipment,
1966,Ni,motor_vehicles_trailers_and_semi_trailers,
1966,Ni,other_transport_equipment,
1966,Ni,products_nec,
1966,Sn,construction,
1966,Sn,computers_and_precision_instruments,
1966,Sn,electrical_equipment,
1966,Sn,machinery_and_equipment,
1966,Sn,motor_vehicles_trailers_and_semi_trailers,
1966,Sn,other_transport_equipment,
1966,Sn,products_nec,
1967,Zn,construction,
1967,Zn,computers_and_precision_instruments,
1967,Zn,electrical_equipment,
1967,Zn,machinery_and_equipment,
1967,Zn,motor_vehicles_trailers_and_semi_trailers,
1967,Zn,other_transport_equipment,
1967,Zn,products_nec,
1967,Ni,construction,
1967,Ni,computers_and_precision_instruments,
1967,Ni,electrical_equipment,
1967,Ni,machinery_and_equipment,
1967,Ni,motor_vehicles_trailers_and_semi_trailers,
1967,Ni,other_transport_equipment,
1967,Ni,products_nec,
1967,Sn,construction,
1967,Sn,computers_and_precision_instruments,
1967,Sn,electrical_equipment,
1967,Sn,machinery_and_equipment,
1967,Sn,motor_vehicles_trailers_and_semi_trailers,
1967,Sn,other_transport_equipment,
1967,Sn,products_nec,
1968,Zn,construction,
1968,Zn,computers_and_precision_instruments,
1968,Zn,electrical_equipment,
1968,Zn,machinery_and_equipment,
1968,Zn,motor_vehicles_trailers_and_semi_trailers,
1968,Zn,other_transport_equipment,
1968,Zn,products_nec,
1968,Ni,construction,
1968,Ni,computers_and_precision_instruments,
1968,Ni,electrical_equipment,
1968,Ni,machinery_and_equipment,
1968,Ni,motor_vehicles_trailers_and_semi_trailers,
1968,Ni,other_transport_equipment,
1968,Ni,products_nec,
1968,Sn,construction,
1968,Sn,computers_and_precision_instruments,
1968,Sn,electrical_equipment,
1968,Sn,machinery_and_equipment,
1968,Sn,motor_vehicles_trailers_and_semi_trailers,
1968,Sn,other_transport_equipment,
1968,Sn,products_nec,
1969,Zn,construction,
1969,Zn,computers_and_precision_instruments,
1969,Zn,electrical_equipment,
1969,Zn,machinery_and_equipment,
1969,Zn,motor_vehicles_trailers_and_semi_trailers,
1969,Zn,other_transport_equipment,
1969,Zn,products_nec,
1969,Ni,construction,
1969,Ni,computers_and_precision_instruments,
1969,Ni,electrical_equipment,
1969,Ni,machinery_and_equipment,
1969,Ni,motor_vehicles_trailers_and_semi_trailers,
1969,Ni,other_transport_equipment,
1969,Ni,products_nec,
1969,Sn,construction,
1969,Sn,computers_and_precision_instruments,
1969,Sn,electrical_equipment,
1969,Sn,machinery_and_equipment,
1969,Sn,motor_vehicles_trailers_and_semi_trailers,
1969,Sn,other_transport_equipment,
1969,Sn,products_nec,
1970,Zn,construction,
1970,Zn,computers_and_precision_instruments,
1970,Zn,electrical_equipment,
1970,Zn,machinery_and_equipment,
1970,Zn,motor_vehicles_trailers_and_semi_trailers,
1970,Zn,other_transport_equipment,
1970,Zn,products_nec,
1970,Ni,construction,
1970,Ni,computers_and_precision_instruments,
1970,Ni,electrical_equipment,
1970,Ni,machinery_and_equipment,
1970,Ni,motor_vehicles_trailers_and_semi_trailers,
1970,Ni,other_transport_equipment,
1970,Ni,products_nec,
1970,Sn,construction,
1970,Sn,computers_and_precision_instruments,
1970,Sn,electrical_equipment,
1970,Sn,machinery_and_equipment,
1970,Sn,motor_vehicles_trailers_and_semi_trailers,
1970,Sn,other_transport_equipment,
1970,Sn,products_nec,
1971,Zn,construction,
1971,Zn,computers_and_precision_instruments,
1971,Zn,electrical_equipment,
1971,Zn,machinery_and_equipment,
1971,Zn,motor_vehicles_trailers_and_semi_trailers,
1971,Zn,other_transport_equipment,
1971,Zn,products_nec,
1971,Ni,construction,
1971,Ni,computers_and_precision_instruments,
1971,Ni,electrical_equipment,
1971,Ni,machinery_and_equipment,
1971,Ni,motor_vehicles_trailers_and_semi_trailers,
1971,Ni,other_transport_equipment,
1971,Ni,products_nec,
1971,Sn,construction,
1971,Sn,computers_and_precision_instruments,
1971,Sn,electrical_equipment,
1971,Sn,machinery_and_equipment,
1971,Sn,motor_vehicles_trailers_and_semi_trailers,
1971,Sn,other_transport_equipment,
1971,Sn,products_nec,
1972,Zn,construction,
1972,Zn,computers_and_precision_instruments,
1972,Zn,electrical_equipment,
1972,Zn,machinery_and_equipment,
1972,Zn,motor_vehicles_trailers_and_semi_trailers,
1972,Zn,other_transport_equipment,
1972,Zn,products_nec,
1972,Ni,construction,
1972,Ni,computers_and_precision_instruments,
1972,Ni,electrical_equipment,
1972,Ni,machinery_and_equipment,
1972,Ni,motor_vehicles_trailers_and_semi_trailers,
1972,Ni,other_transport_equipment,
1972,Ni,products_nec,
1972,Sn,construction,
1972,Sn,computers_and_precision_instruments,
1972,Sn,electrical_equipment,
1972,Sn,machinery_and_equipment,
1972,Sn,motor_vehicles_trailers_and_semi_trailers,
1972,Sn,other_transport_equipment,
1972,Sn,products_nec,
1973,Zn,construction,
1973,Zn,computers_and_precision_instruments,
1973,Zn,electrical_equipment,
1973,Zn,machinery_and_equipment,
1973,Zn,motor_vehicles_trailers_and_semi_trailers,
1973,Zn,other_transport_equipment,
1973,Zn,products_nec,
1973,Ni,construction,
1973,Ni,computers_and_precision_instruments,
1973,Ni,electrical_equipment,
1973,Ni,machinery_and_equipment,
1973,Ni,motor_vehicles_trailers_and_semi_trailers,
1973,Ni,other_transport_equipment,
1973,Ni,products_nec,
1973,Sn,construction,
1973,Sn,computers_and_precision_instruments,
1973,Sn,electrical_equipment,
1973,Sn,machinery_and_equipment,
1973,Sn,motor_vehicles_trailers_and_semi_trailers,
1973,Sn,other_transport_equipment,
1973,Sn,products_nec,
1974,Zn,construction,
1974,Zn,computers_and_precision_instruments,
1974,Zn,electrical_equipment,
1974,Zn,machinery_and_equipment,
1974,Zn,motor_vehicles_trailers_and_semi_trailers,
1974,Zn,other_transport_equipment,
1974,Zn,products_nec,
1974,Ni,construction,
1974,Ni,computers_and_precision_instruments,
1974,Ni,electrical_equipment,
1974,Ni,machinery_and_equipment,
1974,Ni,motor_vehicles_trailers_and_semi_trailers,
1974,Ni,other_transport_equipment,
1974,Ni,products_nec,
1974,Sn,construction,
1974,Sn,computers_and_precision_instruments,
1974,Sn,electrical_equipment,
1974,Sn,machinery_and_equipment,
1974,Sn,motor_vehicles_trailers_and_semi_trailers,
1974,Sn,other_transport_equipment,
1974,Sn,products_nec,
1975,Zn,construction,
1975,Zn,computers_and_precision_instruments,
1975,Zn,electrical_equipment,
1975,Zn,machinery_and_equipment,
1975,Zn,motor_vehicles_trailers_and_semi_trailers,
1975,Zn,other_transport_equipment,
1975,Zn,products_nec,
1975,Ni,construction,
1975,Ni,computers_and_precision_instruments,
1975,Ni,electrical_equipment,
1975,Ni,machinery_and_equipment,
1975,Ni,motor_vehicles_trailers_and_semi_trailers,
1975,Ni,other_transport_equipment,
1975,Ni,products_nec,
1975,Sn,construction,
1975,Sn,computers_and_precision_instruments,
1975,Sn,electrical_equipment,
1975,Sn,machinery_and_equipment,
1975,Sn,motor_vehicles_trailers_and_semi_trailers,
1975,Sn,other_transport_equipment,
1975,Sn,products_nec,
1976,Zn,construction,
1976,Zn,computers_and_precision_instruments,
1976,Zn,electrical_equipment,
1976,Zn,machinery_and_equipment,
1976,Zn,motor_vehicles_trailers_and_semi_trailers,
1976,Zn,other_transport_equipment,
1976,Zn,products_nec,
1976,Ni,construction,
1976,Ni,computers_and_precision_instruments,
1976,Ni,electrical_equipment,
1976,Ni,machinery_and_equipment,
1976,Ni,motor_vehicles_trailers_and_semi_trailers,
1976,Ni,other_transport_equipment,
1976,Ni,products_nec,
1976,Sn,construction,
1976,Sn,computers_and_precision_instruments,
1976,Sn,electrical_equipment,
1976,Sn,machinery_and_equipment,
1976,Sn,motor_vehicles_trailers_and_semi_trailers,
1976,Sn,other_transport_equipment,
1976,Sn,products_nec,
1977,Zn,construction,
1977,Zn,computers_and_precision_instruments,
1977,Zn,electrical_equipment,
1977,Zn,machinery_and_equipment,
1977,Zn,motor_vehicles_trailers_and_semi_trailers,
1977,Zn,other_transport_equipment,
1977,Zn,products_nec,
1977,Ni,construction,
1977,Ni,computers_and_precision_instruments,
1977,Ni,electrical_equipment,
1977,Ni,machinery_and_equipment,
1977,Ni,motor_vehicles_trailers_and_semi_trailers,
1977,Ni,other_transport_equipment,
1977,Ni,products_nec,
1977,Sn,construction,
1977,Sn,computers_and_precision_instruments,
1977,Sn,electrical_equipment,
1977,Sn,machinery_and_equipment,
1977,Sn,motor_vehicles_trailers_and_semi_trailers,
1977,Sn,other_transport_equipment,
1977,Sn,products_nec,
1978,Zn,construction,
1978,Zn,computers_and_precision_instruments,
1978,Zn,electrical_equipment,
1978,Zn,machinery_and_equipment,
1978,Zn,motor_vehicles_trailers_and_semi_trailers,
1978,Zn,other_transport_equipment,
1978,Zn,products_nec,
1978,Ni,construction,
1978,Ni,computers_and_precision_instruments,
1978,Ni,electrical_equipment,
1978,Ni,machinery_and_equipment,
1978,Ni,motor_vehicles_trailers_and_semi_trailers,
1978,Ni,other_transport_equipment,
1978,Ni,products_nec,
1978,Sn,construction,
1978,Sn,computers_and_precision_instruments,
1978,Sn,electrical_equipment,
1978,Sn,machinery_and_equipment,
1978,Sn,motor_vehicles_trailers_and_semi_trailers,
1978,Sn,other_transport_equipment,
1978,Sn,products_nec,
1979,Zn,construction,
1979,Zn,computers_and_precision_instruments,
1979,Zn,electrical_equipment,
1979,Zn,machinery_and_equipment,
1979,Zn,motor_vehicles_trailers_and_semi_trailers,
1979,Zn,other_transport_equipment,
1979,Zn,products_nec,
1979,Ni,construction,
1979,Ni,computers_and_precision_instruments,
1979,Ni,electrical_equipment,
1979,Ni,machinery_and_equipment,
1979,Ni,motor_vehicles_trailers_and_semi_trailers,
1979,Ni,other_transport_equipment,
1979,Ni,products_nec,
1979,Sn,construction,
1979,Sn,computers_and_precision_instruments,
1979,Sn,electrical_equipment,
1979,Sn,machinery_and_equipment,
1979,Sn,motor_vehicles_trailers_and_semi_trailers,
1979,Sn,other_transport_equipment,
1979,Sn,products_nec,
1980,Zn,construction,
1980,Zn,computers_and_precision_instruments,
1980,Zn,electrical_equipment,
1980,Zn,machinery_and_equipment,
1980,Zn,motor_vehicles_trailers_and_semi_trailers,
1980,Zn,other_transport_equipment,
1980,Zn,products_nec,
1980,Ni,construction,
1980,Ni,computers_and_precision_instruments,
1980,Ni,electrical_equipment,
1980,Ni,machinery_and_equipment,
1980,Ni,motor_vehicles_trailers_and_semi_trailers,
1980,Ni,other_transport_equipment,
1980,Ni,products_nec,
1980,Sn,construction,
1980,Sn,computers_and_precision_instruments,
1980,Sn,electrical_equipment,
1980,Sn,machinery_and_equipment,
1980,Sn,motor_vehicles_trailers_and_semi_trailers,
1980,Sn,other_transport_equipment,
1980,Sn,products_nec,
1981,Zn,construction,
1981,Zn,computers_and_precision_instruments,
1981,Zn,electrical_equipment,
1981,Zn,machinery_and_equipment,
1981,Zn,motor_vehicles_trailers_and_semi_trailers,
1981,Zn,other_transport_equipment,
1981,Zn,products_nec,
1981,Ni,construction,
1981,Ni,computers_and_precision_instruments,
1981,Ni,electrical_equipment,
1981,Ni,machinery_and_equipment,
1981,Ni,motor_vehicles_trailers_and_semi_trailers,
1981,Ni,other_transport_equipment,
1981,Ni,products_nec,
1981,Sn,construction,
1981,Sn,computers_and_precision_instruments,
1981,Sn,electrical_equipment,
1981,Sn,machinery_and_equipment,
1981,Sn,motor_vehicles_trailers_and_semi_trailers,
1981,Sn,other_transport_equipment,
1981,Sn,products_nec,
1982,Zn,construction,
1982,Zn,computers_and_precision_instruments,
1982,Zn,electrical_equipment,
1982,Zn,machinery_and_equipment,
1982,Zn,motor_vehicles_trailers_and_semi_trailers,
1982,Zn,other_transport_equipment,
1982,Zn,products_nec,
1982,Ni,construction,
1982,Ni,computers_and_precision_instruments,
1982,Ni,electrical_equipment,
1982,Ni,machinery_and_equipment,
1982,Ni,motor_vehicles_trailers_and_semi_trailers,
1982,Ni,other_transport_equipment,
1982,Ni,products_nec,
1982,Sn,construction,
1982,Sn,computers_and_precision_instruments,
1982,Sn,electrical_equipment,
1982,Sn,machinery_and_equipment,
1982,Sn,motor_vehicles_trailers_and_semi_trailers,
1982,Sn,other_transport_equipment,
1982,Sn,products_nec,
1983,Zn,construction,
1983,Zn,computers_and_precision_instruments,
1983,Zn,electrical_equipment,
1983,Zn,machinery_and_equipment,
1983,Zn,motor_vehicles_trailers_and_semi_trailers,
1983,Zn,other_transport_equipment,
1983,Zn,products_nec,
1983,Ni,construction,
1983,Ni,computers_and_precision_instruments,
1983,Ni,electrical_equipment,
1983,Ni,machinery_and_equipment,
1983,Ni,motor_vehicles_trailers_and_semi_trailers,
1983,Ni,other_transport_equipment,
1983,Ni,products_nec,
1983,Sn,construction,
1983,Sn,computers_and_precision_instruments,
1983,Sn,electrical_equipment,
1983,Sn,machinery_and_equipment,
1983,Sn,motor_vehicles_trailers_and_semi_trailers,
1983,Sn,other_transport_equipment,
1983,Sn,products_nec,
1984,Zn,construction,
1984,Zn,computers_and_precision_instruments,
1984,Zn,electrical_equipment,
1984,Zn,machinery_and_equipment,
1984,Zn,motor_vehicles_trailers_and_semi_trailers,
1984,Zn,other_transport_equipment,
1984,Zn,products_nec,
1984,Ni,construction,
1984,Ni,computers_and_precision_instruments,
1984,Ni,electrical_equipment,
1984,Ni,machinery_and_equipment,
1984,Ni,motor_vehicles_trailers_and_semi_trailers,
1984,Ni,other_transport_equipment,
1984,Ni,products_nec,
1984,Sn,construction,
1984,Sn,computers_and_precision_instruments,
1984,Sn,electrical_equipment,
1984,Sn,machinery_and_equipment,
1984,Sn,motor_vehicles_trailers_and_semi_trailers,
1984,Sn,other_transport_equipment,
1984,Sn,products_nec,
1985,Zn,construction,
1985,Zn,computers_and_precision_instruments,
1985,Zn,electrical_equipment,
1985,Zn,machinery_and_equipment,
1985,Zn,motor_vehicles_trailers_and_semi_trailers,
1985,Zn,other_transport_equipment,
1985,Zn,products_nec,
1985,Ni,construction,
1985,Ni,computers_and_precision_instruments,
1985,Ni,electrical_equipment,
1985,Ni,machinery_and_equipment,
1985,Ni,motor_vehicles_trailers_and_semi_trailers,
1985,Ni,other_transport_equipment,
1985,Ni,products_nec,
1985,Sn,construction,
1985,Sn,computers_and_precision_instruments,
1985,Sn,electrical_equipment,
1985,Sn,machinery_and_equipment,
1985,Sn,motor_vehicles_trailers_and_semi_trailers,
1985,Sn,other_transport_equipment,
1985,Sn,products_nec,
1986,Zn,construction,
1986,Zn,computers_and_precision_instruments,
1986,Zn,electrical_equipment,
1986,Zn,machinery_and_equipment,
1986,Zn,motor_vehicles_trailers_and_semi_trailers,
1986,Zn,other_transport_equipment,
1986,Zn,products_nec,
1986,Ni,construction,
1986,Ni,computers_and_precision_instruments,
1986,Ni,electrical_equipment,
1986,Ni,machinery_and_equipment,
1986,Ni,motor_vehicles_trailers_and_semi_trailers,
1986,Ni,other_transport_equipment,
1986,Ni,products_nec,
1986,Sn,construction,
1986,Sn,computers_and_precision_instruments,
1986,Sn,electrical_equipment,
1986,Sn,machinery_and_equipment,
1986,Sn,motor_vehicles_trailers_and_semi_trailers,
1986,Sn,other_transport_equipment,
1986,Sn,products_nec,
1987,Zn,construction,
1987,Zn,computers_and_precision_instruments,
1987,Zn,electrical_equipment,
1987,Zn,machinery_and_equipment,
1987,Zn,motor_vehicles_trailers_and_semi_trailers,
1987,Zn,other_transport_equipment,
1987,Zn,products_nec,
1987,Ni,construction,
1987,Ni,computers_and_precision_instruments,
1987,Ni,electrical_equipment,
1987,Ni,machinery_and_equipment,
1987,Ni,motor_vehicles_trailers_and_semi_trailers,
1987,Ni,other_transport_equipment,
1987,Ni,products_nec,
1987,Sn,construction,
1987,Sn,computers_and_precision_instruments,
1987,Sn,electrical_equipment,
1987,Sn,machinery_and_equipment,
1987,Sn,motor_vehicles_trailers_and_semi_trailers,
1987,Sn,other_transport_equipment,
1987,Sn,products_nec,
1988,Zn,construction,
1988,Zn,computers_and_precision_instruments,
1988,Zn,electrical_equipment,
1988,Zn,machinery_and_equipment,
1988,Zn,motor_vehicles_trailers_and_semi_trailers,
1988,Zn,other_transport_equipment,
1988,Zn,products_nec,
1988,Ni,construction,
1988,Ni,computers_and_precision_instruments,
1988,Ni,electrical_equipment,
1988,Ni,machinery_and_equipment,
1988,Ni,motor_vehicles_trailers_and_semi_trailers,
1988,Ni,other_transport_equipment,
1988,Ni,products_nec,
1988,Sn,construction,
1988,Sn,computers_and_precision_instruments,
1988,Sn,electrical_equipment,
1988,Sn,machinery_and_equipment,
1988,Sn,motor_vehicles_trailers_and_semi_trailers,
1988,Sn,other_transport_equipment,
1988,Sn,products_nec,
1989,Zn,construction,
1989,Zn,computers_and_precision_instruments,
1989,Zn,electrical_equipment,
1989,Zn,machinery_and_equipment,
1989,Zn,motor_vehicles_trailers_and_semi_trailers,
1989,Zn,other_transport_equipment,
1989,Zn,products_nec,
1989,Ni,construction,
1989,Ni,computers_and_precision_instruments,
1989,Ni,electrical_equipment,
1989,Ni,machinery_and_equipment,
1989,Ni,motor_vehicles_trailers_and_semi_trailers,
1989,Ni,other_transport_equipment,
1989,Ni,products_nec,
1989,Sn,construction,
1989,Sn,computers_and_precision_instruments,
1989,Sn,electrical_equipment,
1989,Sn,machinery_and_equipment,
1989,Sn,motor_vehicles_trailers_and_semi_trailers,
1989,Sn,other_transport_equipment,
1989,Sn,products_nec,
1990,Zn,construction,
1990,Zn,computers_and_precision_instruments,
1990,Zn,electrical_equipment,
1990,Zn,machinery_and_equipment,
1990,Zn,motor_vehicles_trailers_and_semi_trailers,
1990,Zn,other_transport_equipment,
1990,Zn,products_nec,
1990,Ni,construction,
1990,Ni,computers_and_precision_instruments,
1990,Ni,electrical_equipment,
1990,Ni,machinery_and_equipment,
1990,Ni,motor_vehicles_trailers_and_semi_trailers,
1990,Ni,other_transport_equipment,
1990,Ni,products_nec,
1990,Sn,construction,
1990,Sn,computers_and_precision_instruments,
1990,Sn,electrical_equipment,
1990,Sn,machinery_and_equipment,
1990,Sn,motor_vehicles_trailers_and_semi_trailers,
1990,Sn,other_transport_equipment,
1990,Sn,products_nec,
1991,Zn,construction,
1991,Zn,computers_and_precision_instruments,
1991,Zn,electrical_equipment,
1991,Zn,machinery_and_equipment,
1991,Zn,motor_vehicles_trailers_and_semi_trailers,
1991,Zn,other_transport_equipment,
1991,Zn,products_nec,
1991,Ni,construction,
1991,Ni,computers_and_precision_instruments,
1991,Ni,electrical_equipment,
1991,Ni,machinery_and_equipment,
1991,Ni,motor_vehicles_trailers_and_semi_trailers,
1991,Ni,other_transport_equipment,
1991,Ni,products_nec,
1991,Sn,construction,
1991,Sn,computers_and_precision_instruments,
1991,Sn,electrical_equipment,
1991,Sn,machinery_and_equipment,
1991,Sn,motor_vehicles_trailers_and_semi_trailers,
1991,Sn,other_transport_equipment,
1991,Sn,products_nec,
1992,Zn,construction,
1992,Zn,computers_and_precision_instruments,
1992,Zn,electrical_equipment,
1992,Zn,machinery_and_equipment,
1992,Zn,motor_vehicles_trailers_and_semi_trailers,
1992,Zn,other_transport_equipment,
1992,Zn,products_nec,
1992,Ni,construction,
1992,Ni,computers_and_precision_instruments,
1992,Ni,electrical_equipment,
1992,Ni,machinery_and_equipment,
1992,Ni,motor_vehicles_trailers_and_semi_trailers,
1992,Ni,other_transport_equipment,
1992,Ni,products_nec,
1992,Sn,construction,
1992,Sn,computers_and_precision_instruments,
1992,Sn,electrical_equipment,
1992,Sn,machinery_and_equipment,
1992,Sn,motor_vehicles_trailers_and_semi_trailers,
1992,Sn,other_transport_equipment,
1992,Sn,products_nec,
1993,Zn,construction,
1993,Zn,computers_and_precision_instruments,
1993,Zn,electrical_equipment,
1993,Zn,machinery_and_equipment,
1993,Zn,motor_vehicles_trailers_and_semi_trailers,
1993,Zn,other_transport_equipment,
1993,Zn,products_nec,
1993,Ni,construction,
1993,Ni,computers_and_precision_instruments,
1993,Ni,electrical_equipment,
1993,Ni,machinery_and_equipment,
1993,Ni,motor_vehicles_trailers_and_semi_trailers,
1993,Ni,other_transport_equipment,
1993,Ni,products_nec,
1993,Sn,construction,
1993,Sn,computers_and_precision_instruments,
1993,Sn,electrical_equipment,
1993,Sn,machinery_and_equipment,
1993,Sn,motor_vehicles_trailers_and_semi_trailers,
1993,Sn,other_transport_equipment,
1993,Sn,products_nec,
1994,Zn,construction,
1994,Zn,computers_and_precision_instruments,
1994,Zn,electrical_equipment,
1994,Zn,machinery_and_equipment,
1994,Zn,motor_vehicles_trailers_and_semi_trailers,
1994,Zn,other_transport_equipment,
1994,Zn,products_nec,
1994,Ni,construction,
1994,Ni,computers_and_precision_instruments,
1994,Ni,electrical_equipment,
1994,Ni,machinery_and_equipment,
1994,Ni,motor_vehicles_trailers_and_semi_trailers,
1994,Ni,other_transport_equipment,
1994,Ni,products_nec,
1994,Sn,construction,
1994,Sn,computers_and_precision_instruments,
1994,Sn,electrical_equipment,
1994,Sn,machinery_and_equipment,
1994,Sn,motor_vehicles_trailers_and_semi_trailers,
1994,Sn,other_transport_equipment,
1994,Sn,products_nec,
1995,Zn,construction,
1995,Zn,computers_and_precision_instruments,
1995,Zn,electrical_equipment,
1995,Zn,machinery_and_equipment,
1995,Zn,motor_vehicles_trailers_and_semi_trailers,
1995,Zn,other_transport_equipment,
1995,Zn,products_nec,
1995,Ni,construction,
1995,Ni,computers_and_precision_instruments,
1995,Ni,electrical_equipment,
1995,Ni,machinery_and_equipment,
1995,Ni,motor_vehicles_trailers_and_semi_trailers,
1995,Ni,other_transport_equipment,
1995,Ni,products_nec,
1995,Sn,construction,
1995,Sn,computers_and_precision_instruments,
1995,Sn,electrical_equipment,
1995,Sn,machinery_and_equipment,
1995,Sn,motor_vehicles_trailers_and_semi_trailers,
1995,Sn,other_transport_equipment,
1995,Sn,products_nec,
1996,Zn,construction,
1996,Zn,computers_and_precision_instruments,
1996,Zn,electrical_equipment,
1996,Zn,machinery_and_equipment,
1996,Zn,motor_vehicles_trailers_and_semi_trailers,
1996,Zn,other_transport_equipment,
1996,Zn,products_nec,
1996,Ni,construction,
1996,Ni,computers_and_precision_instruments,
1996,Ni,electrical_equipment,
1996,Ni,machinery_and_equipment,
1996,Ni,motor_vehicles_trailers_and_semi_trailers,
1996,Ni,other_transport_equipment,
1996,Ni,products_nec,
1996,Sn,construction,
1996,Sn,computers_and_precision_instruments,
1996,Sn,electrical_equipment,
1996,Sn,machinery_and_equipment,
1996,Sn,motor_vehicles_trailers_and_semi_trailers,
1996,Sn,other_transport_equipment,
1996,Sn,products_nec,
1997,Zn,construction,
1997,Zn,computers_and_precision_instruments,
1997,Zn,electrical_equipment,
1997,Zn,machinery_and_equipment,
1997,Zn,motor_vehicles_trailers_and_semi_trailers,
1997,Zn,other_transport_equipment,
1997,Zn,products_nec,
1997,Ni,construction,
1997,Ni,computers_and_precision_instruments,
1997,Ni,electrical_equipment,
1997,Ni,machinery_and_equipment,
1997,Ni,motor_vehicles_trailers_and_semi_trailers,
1997,Ni,other_transport_equipment,
1997,Ni,products_nec,
1997,Sn,construction,
1997,Sn,computers_and_precision_instruments,
1997,Sn,electrical_equipment,
1997,Sn,machinery_and_equipment,
1997,Sn,motor_vehicles_trailers_and_semi_trailers,
1997,Sn,other_transport_equipment,
1997,Sn,products_nec,
1998,Zn,construction,
1998,Zn,computers_and_precision_instruments,
1998,Zn,electrical_equipment,
1998,Zn,machinery_and_equipment,
1998,Zn,motor_vehicles_trailers_and_semi_trailers,
1998,Zn,other_transport_equipment,
1998,Zn,products_nec,
1998,Ni,construction,
1998,Ni,computers_and_precision_instruments,
1998,Ni,electrical_equipment,
1998,Ni,machinery_and_equipment,
1998,Ni,motor_vehicles_trailers_and_semi_trailers,
1998,Ni,other_transport_equipment,
1998,Ni,products_nec,
1998,Sn,construction,
1998,Sn,computers_and_precision_instruments,
1998,Sn,electrical_equipment,
1998,Sn,machinery_and_equipment,
1998,Sn,motor_vehicles_trailers_and_semi_trailers,
1998,Sn,other_transport_equipment,
1998,Sn,products_nec,
1999,Zn,construction,
1999,Zn,computers_and_precision_instruments,
1999,Zn,electrical_equipment,
1999,Zn,machinery_and_equipment,
1999,Zn,motor_vehicles_trailers_and_semi_trailers,
1999,Zn,other_transport_equipment,
1999,Zn,products_nec,
1999,Ni,construction,
1999,Ni,computers_and_precision_instruments,
1999,Ni,electrical_equipment,
1999,Ni,machinery_and_equipment,
1999,Ni,motor_vehicles_trailers_and_semi_trailers,
1999,Ni,other_transport_equipment,
1999,Ni,products_nec,
1999,Sn,construction,
1999,Sn,computers_and_precision_instruments,
1999,Sn,electrical_equipment,
1999,Sn,machinery_and_equipment,
1999,Sn,motor_vehicles_trailers_and_semi_trailers,
1999,Sn,other_transport_equipment,
1999,Sn,products_nec,
2000,Zn,construction,
2000,Zn,computers_and_precision_instruments,
2000,Zn,electrical_equipment,
2000,Zn,machinery_and_equipment,
2000,Zn,motor_vehicles_trailers_and_semi_trailers,
2000,Zn,other_transport_equipment,
2000,Zn,products_nec,
2000,Ni,construction,
2000,Ni,computers_and_precision_instruments,
2000,Ni,electrical_equipment,
2000,Ni,machinery_and_equipment,
2000,Ni,motor_vehicles_trailers_and_semi_trailers,
2000,Ni,other_transport_equipment,
2000,Ni,products_nec,
2000,Sn,construction,
2000,Sn,computers_and_precision_instruments,
2000,Sn,electrical_equipment,
2000,Sn,machinery_and_equipment,
2000,Sn,motor_vehicles_trailers_and_semi_trailers,
2000,Sn,other_transport_equipment,
2000,Sn,products_nec,
2001,Zn,construction,
2001,Zn,computers_and_precision_instruments,
2001,Zn,electrical_equipment,
2001,Zn,machinery_and_equipment,
2001,Zn,motor_vehicles_trailers_and_semi_trailers,
2001,Zn,other_transport_equipment,
2001,Zn,products_nec,
2001,Ni,construction,
2001,Ni,computers_and_precision_instruments,
2001,Ni,electrical_equipment,
2001,Ni,machinery_and_equipment,
2001,Ni,motor_vehicles_trailers_and_semi_trailers,
2001,Ni,other_transport_equipment,
2001,Ni,products_nec,
2001,Sn,construction,
2001,Sn,computers_and_precision_instruments,
2001,Sn,electrical_equipment,
2001,Sn,machinery_and_equipment,
2001,Sn,motor_vehicles_trailers_and_semi_trailers,
2001,Sn,other_transport_equipment,
2001,Sn,products_nec,
2002,Zn,construction,
2002,Zn,computers_and_precision_instruments,
