t,m,c,o,d,value
1973,Zn,scrap,CHN,ROW,
1973,Zn,scrap,ROW,EU27,
1973,Zn,scrap,ROW,CHN,
1973,Zn,scrap,ROW,ROW,
1973,Ni,concentrate,EU27,EU27,
1973,Ni,concentrate,EU27,CHN,
1973,Ni,concentrate,EU27,ROW,
1973,Ni,concentrate,CHN,EU27,
1973,Ni,concentrate,CHN,CHN,
1973,Ni,concentrate,CHN,ROW,
1973,Ni,concentrate,ROW,EU27,
1973,Ni,concentrate,ROW,CHN,
1973,Ni,concentrate,ROW,ROW,
1973,Ni,refined_metal,EU27,EU27,
1973,Ni,refined_metal,EU27,CHN,
1973,Ni,refined_metal,EU27,ROW,
1973,Ni,refined_metal,CHN,EU27,
1973,Ni,refined_metal,CHN,CHN,
1973,Ni,refined_metal,CHN,ROW,
1973,Ni,refined_metal,ROW,EU27,
1973,Ni,refined_metal,ROW,CHN,
1973,Ni,refined_metal,ROW,ROW,
1973,Ni,scrap,EU27,EU27,
1973,Ni,scrap,EU27,CHN,
1973,Ni,scrap,EU27,ROW,
1973,Ni,scrap,CHN,EU27,
1973,Ni,scrap,CHN,CHN,
1973,Ni,scrap,CHN,ROW,
1973,Ni,scrap,ROW,EU27,
1973,Ni,scrap,ROW,CHN,
1973,Ni,scrap,ROW,ROW,
1973,Sn,concentrate,EU27,EU27,
1973,Sn,concentrate,EU27,CHN,
1973,Sn,concentrate,EU27,ROW,
1973,Sn,concentrate,CHN,EU27,
1973,Sn,concentrate,CHN,CHN,
1973,Sn,concentrate,CHN,ROW,
1973,Sn,concentrate,ROW,EU27,
1973,Sn,concentrate,ROW,CHN,
1973,Sn,concentrate,ROW,ROW,
1973,Sn,refined_metal,EU27,EU27,
1973,Sn,refined_metal,EU27,CHN,
1973,Sn,refined_metal,EU27,ROW,
1973,Sn,refined_metal,CHN,EU27,
1973,Sn,refined_metal,CHN,CHN,
1973,Sn,refined_metal,CHN,ROW,
1973,Sn,refined_metal,ROW,EU27,
1973,Sn,refined_metal,ROW,CHN,
1973,Sn,refined_metal,ROW,ROW,
1973,Sn,scrap,EU27,EU27,
1973,Sn,scrap,EU27,CHN,
1973,Sn,scrap,EU27,ROW,
1973,Sn,scrap,CHN,EU27,
1973,Sn,scrap,CHN,CHN,
1973,Sn,scrap,CHN,ROW,
1973,Sn,scrap,ROW,EU27,
1973,Sn,scrap,ROW,CHN,
1973,Sn,scrap,ROW,ROW,
1974,Zn,concentrate,EU27,EU27,
1974,Zn,concentrate,EU27,CHN,
1974,Zn,concentrate,EU27,ROW,
1974,Zn,concentrate,CHN,EU27,
1974,Zn,concentrate,CHN,CHN,
1974,Zn,concentrate,CHN,ROW,
1974,Zn,concentrate,ROW,EU27,
1974,Zn,concentrate,ROW,CHN,
1974,Zn,concentrate,ROW,ROW,
1974,Zn,refined_metal,EU27,EU27,
1974,Zn,refined_metal,EU27,CHN,
1974,Zn,refined_metal,EU27,ROW,
1974,Zn,refined_metal,CHN,EU27,
1974,Zn,refined_metal,CHN,CHN,
1974,Zn,refined_metal,CHN,ROW,
1974,Zn,refined_metal,ROW,EU27,
1974,Zn,refined_metal,ROW,CHN,
1974,Zn,refined_metal,ROW,ROW,
1974,Zn,scrap,EU27,EU27,
1974,Zn,scrap,EU27,CHN,
1974,Zn,scrap,EU27,ROW,
1974,Zn,scrap,CHN,EU27,
1974,Zn,scrap,CHN,CHN,
1974,Zn,scrap,CHN,ROW,
1974,Zn,scrap,ROW,EU27,
1974,Zn,scrap,ROW,CHN,
1974,Zn,scrap,ROW,ROW,
1974,Ni,concentrate,EU27,EU27,
1974,Ni,concentrate,EU27,CHN,
1974,Ni,concentrate,EU27,ROW,
1974,Ni,concentrate,CHN,EU27,
1974,Ni,concentrate,CHN,CHN,
1974,Ni,concentrate,CHN,ROW,
1974,Ni,concentrate,ROW,EU27,
1974,Ni,concentrate,ROW,CHN,
1974,Ni,concentrate,ROW,ROW,
1974,Ni,refined_metal,EU27,EU27,
1974,Ni,refined_metal,EU27,CHN,
1974,Ni,refined_metal,EU27,ROW,
1974,Ni,refined_metal,CHN,EU27,
1974,Ni,refined_metal,CHN,CHN,
1974,Ni,refined_metal,CHN,ROW,
1974,Ni,refined_metal,ROW,EU27,
1974,Ni,refined_metal,ROW,CHN,
1974,Ni,refined_metal,ROW,ROW,
1974,Ni,scrap,EU27,EU27,
1974,Ni,scrap,EU27,CHN,
1974,Ni,scrap,EU27,ROW,
1974,Ni,scrap,CHN,EU27,
1974,Ni,scrap,CHN,CHN,
1974,Ni,scrap,CHN,ROW,
1974,Ni,scrap,ROW,EU27,
1974,Ni,scrap,ROW,CHN,
1974,Ni,scrap,ROW,ROW,
1974,Sn,concentrate,EU27,EU27,
1974,Sn,concentrate,EU27,CHN,
1974,Sn,concentrate,EU27,ROW,
1974,Sn,concentrate,CHN,EU27,
1974,Sn,concentrate,CHN,CHN,
1974,Sn,concentrate,CHN,ROW,
1974,Sn,concentrate,ROW,EU27,
1974,Sn,concentrate,ROW,CHN,
1974,Sn,concentrate,ROW,ROW,
1974,Sn,refined_metal,EU27,EU27,
1974,Sn,refined_metal,EU27,CHN,
1974,Sn,refined_metal,EU27,ROW,
1974,Sn,refined_metal,CHN,EU27,
1974,Sn,refined_metal,CHN,CHN,
1974,Sn,refined_metal,CHN,ROW,
1974,Sn,refined_metal,ROW,EU27,
1974,Sn,refined_metal,ROW,CHN,
1974,Sn,refined_metal,ROW,ROW,
1974,Sn,scrap,EU27,EU27,
1974,Sn,scrap,EU27,CHN,
1974,Sn,scrap,EU27,ROW,
1974,Sn,scrap,CHN,EU27,
1974,Sn,scrap,CHN,CHN,
1974,Sn,scrap,CHN,ROW,
1974,Sn,scrap,ROW,EU27,
1974,Sn,scrap,ROW,CHN,
1974,Sn,scrap,ROW,ROW,
1975,Zn,concentrate,EU27,EU27,
1975,Zn,concentrate,EU27,CHN,
1975,Zn,concentrate,EU27,ROW,
1975,Zn,concentrate,CHN,EU27,
1975,Zn,concentrate,CHN,CHN,
1975,Zn,concentrate,CHN,ROW,
1975,Zn,concentrate,ROW,EU27,
1975,Zn,concentrate,ROW,CHN,
1975,Zn,concentrate,ROW,ROW,
1975,Zn,refined_metal,EU27,EU27,
1975,Zn,refined_metal,EU27,CHN,
1975,Zn,refined_metal,EU27,ROW,
1975,Zn,refined_metal,CHN,EU27,
1975,Zn,refined_metal,CHN,CHN,
1975,Zn,refined_metal,CHN,ROW,
1975,Zn,refined_metal,ROW,EU27,
1975,Zn,refined_metal,ROW,CHN,
1975,Zn,refined_metal,ROW,ROW,
1975,Zn,scrap,EU27,EU27,
1975,Zn,scrap,EU27,CHN,
1975,Zn,scrap,EU27,ROW,
1975,Zn,scrap,CHN,EU27,
1975,Zn,scrap,CHN,CHN,
1975,Zn,scrap,CHN,ROW,
1975,Zn,scrap,ROW,EU27,
1975,Zn,scrap,ROW,CHN,
1975,Zn,scrap,ROW,ROW,
1975,Ni,concentrate,EU27,EU27,
1975,Ni,concentrate,EU27,CHN,
1975,Ni,concentrate,EU27,ROW,
1975,Ni,concentrate,CHN,EU27,
1975,Ni,concentrate,CHN,CHN,
1975,Ni,concentrate,CHN,ROW,
1975,Ni,concentrate,ROW,EU27,
1975,Ni,concentrate,ROW,CHN,
1975,Ni,concentrate,ROW,ROW,
1975,Ni,refined_metal,EU27,EU27,
1975,Ni,refined_metal,EU27,CHN,
1975,Ni,refined_metal,EU27,ROW,
1975,Ni,refined_metal,CHN,EU27,
1975,Ni,refined_metal,CHN,CHN,
1975,Ni,refined_metal,CHN,ROW,
1975,Ni,refined_metal,ROW,EU27,
1975,Ni,refined_metal,ROW,CHN,
1975,Ni,refined_metal,ROW,ROW,
1975,Ni,scrap,EU27,EU27,
1975,Ni,scrap,EU27,CHN,
1975,Ni,scrap,EU27,ROW,
1975,Ni,scrap,CHN,EU27,
1975,Ni,scrap,CHN,CHN,
1975,Ni,scrap,CHN,ROW,
1975,Ni,scrap,ROW,EU27,
1975,Ni,scrap,ROW,CHN,
1975,Ni,scrap,ROW,ROW,
1975,Sn,concentrate,EU27,EU27,
1975,Sn,concentrate,EU27,CHN,
1975,Sn,concentrate,EU27,ROW,
1975,Sn,concentrate,CHN,EU27,
1975,Sn,concentrate,CHN,CHN,
1975,Sn,concentrate,CHN,ROW,
1975,Sn,concentrate,ROW,EU27,
1975,Sn,concentrate,ROW,CHN,
1975,Sn,concentrate,ROW,ROW,
1975,Sn,refined_metal,EU27,EU27,
1975,Sn,refined_metal,EU27,CHN,
1975,Sn,refined_metal,EU27,ROW,
1975,Sn,refined_metal,CHN,EU27,
1975,Sn,refined_metal,CHN,CHN,
1975,Sn,refined_metal,CHN,ROW,
1975,Sn,refined_metal,ROW,EU27,
1975,Sn,refined_metal,ROW,CHN,
1975,Sn,refined_metal,ROW,ROW,
1975,Sn,scrap,EU27,EU27,
1975,Sn,scrap,EU27,CHN,
1975,Sn,scrap,EU27,ROW,
1975,Sn,scrap,CHN,EU27,
1975,Sn,scrap,CHN,CHN,
1975,Sn,scrap,CHN,ROW,
1975,Sn,scrap,ROW,EU27,
1975,Sn,scrap,ROW,CHN,
1975,Sn,scrap,ROW,ROW,
1976,Zn,concentrate,EU27,EU27,
1976,Zn,concentrate,EU27,CHN,
1976,Zn,concentrate,EU27,ROW,
1976,Zn,concentrate,CHN,EU27,
1976,Zn,concentrate,CHN,CHN,
1976,Zn,concentrate,CHN,ROW,
1976,Zn,concentrate,ROW,EU27,
1976,Zn,concentrate,ROW,CHN,
1976,Zn,concentrate,ROW,ROW,
1976,Zn,refined_metal,EU27,EU27,
1976,Zn,refined_metal,EU27,CHN,
1976,Zn,refined_metal,EU27,ROW,
1976,Zn,refined_metal,CHN,EU27,
1976,Zn,refined_metal,CHN,CHN,
1976,Zn,refined_metal,CHN,ROW,
1976,Zn,refined_metal,ROW,EU27,
1976,Zn,refined_metal,ROW,CHN,
1976,Zn,refined_metal,ROW,ROW,
1976,Zn,scrap,EU27,EU27,
1976,Zn,scrap,EU27,CHN,
1976,Zn,scrap,EU27,ROW,
1976,Zn,scrap,CHN,EU27,
1976,Zn,scrap,CHN,CHN,
1976,Zn,scrap,CHN,ROW,
1976,Zn,scrap,ROW,EU27,
1976,Zn,scrap,ROW,CHN,
1976,Zn,scrap,ROW,ROW,
1976,Ni,concentrate,EU27,EU27,
1976,Ni,concentrate,EU27,CHN,
1976,Ni,concentrate,EU27,ROW,
1976,Ni,concentrate,CHN,EU27,
1976,Ni,concentrate,CHN,CHN,
1976,Ni,concentrate,CHN,ROW,
1976,Ni,concentrate,ROW,EU27,
1976,Ni,concentrate,ROW,CHN,
1976,Ni,concentrate,ROW,ROW,
1976,Ni,refined_metal,EU27,EU27,
1976,Ni,refined_metal,EU27,CHN,
1976,Ni,refined_metal,EU27,ROW,
1976,Ni,refined_metal,CHN,EU27,
1976,Ni,refined_metal,CHN,CHN,
1976,Ni,refined_metal,CHN,ROW,
1976,Ni,refined_metal,ROW,EU27,
1976,Ni,refined_metal,ROW,CHN,
1976,Ni,refined_metal,ROW,ROW,
1976,Ni,scrap,EU27,EU27,
1976,Ni,scrap,EU27,CHN,
1976,Ni,scrap,EU27,ROW,
1976,Ni,scrap,CHN,EU27,
1976,Ni,scrap,CHN,CHN,
1976,Ni,scrap,CHN,ROW,
1976,Ni,scrap,ROW,EU27,
1976,Ni,scrap,ROW,CHN,
1976,Ni,scrap,ROW,ROW,
1976,Sn,concentrate,EU27,EU27,
1976,Sn,concentrate,EU27,CHN,
1976,Sn,concentrate,EU27,ROW,
1976,Sn,concentrate,CHN,EU27,
1976,Sn,concentrate,CHN,CHN,
1976,Sn,concentrate,CHN,ROW,
1976,Sn,concentrate,ROW,EU27,
1976,Sn,concentrate,ROW,CHN,
1976,Sn,concentrate,ROW,ROW,
1976,Sn,refined_metal,EU27,EU27,
1976,Sn,refined_metal,EU27,CHN,
1976,Sn,refined_metal,EU27,ROW,
1976,Sn,refined_metal,CHN,EU27,
1976,Sn,refined_metal,CHN,CHN,
1976,Sn,refined_metal,CHN,ROW,
1976,Sn,refined_metal,ROW,EU27,
1976,Sn,refined_metal,ROW,CHN,
1976,Sn,refined_metal,ROW,ROW,
1976,Sn,scrap,EU27,EU27,
1976,Sn,scrap,EU27,CHN,
1976,Sn,scrap,EU27,ROW,
1976,Sn,scrap,CHN,EU27,
1976,Sn,scrap,CHN,CHN,
1976,Sn,scrap,CHN,ROW,
1976,Sn,scrap,ROW,EU27,
1976,Sn,scrap,ROW,CHN,
1976,Sn,scrap,ROW,ROW,
1977,Zn,concentrate,EU27,EU27,
1977,Zn,concentrate,EU27,CHN,
1977,Zn,concentrate,EU27,ROW,
1977,Zn,concentrate,CHN,EU27,
1977,Zn,concentrate,CHN,CHN,
1977,Zn,concentrate,CHN,ROW,
1977,Zn,concentrate,ROW,EU27,
1977,Zn,concentrate,ROW,CHN,
1977,Zn,concentrate,ROW,ROW,
1977,Zn,refined_metal,EU27,EU27,
1977,Zn,refined_metal,EU27,CHN,
1977,Zn,refined_metal,EU27,ROW,
1977,Zn,refined_metal,CHN,EU27,
1977,Zn,refined_metal,CHN,CHN,
1977,Zn,refined_metal,CHN,ROW,
1977,Zn,refined_metal,ROW,EU27,
1977,Zn,refined_metal,ROW,CHN,
1977,Zn,refined_metal,ROW,ROW,
1977,Zn,scrap,EU27,EU27,
1977,Zn,scrap,EU27,CHN,
1977,Zn,scrap,EU27,ROW,
1977,Zn,scrap,CHN,EU27,
1977,Zn,scrap,CHN,CHN,
1977,Zn,scrap,CHN,ROW,
1977,Zn,scrap,ROW,EU27,
1977,Zn,scrap,ROW,CHN,
1977,Zn,scrap,ROW,ROW,
1977,Ni,concentrate,EU27,EU27,
1977,Ni,concentrate,EU27,CHN,
1977,Ni,concentrate,EU27,ROW,
1977,Ni,concentrate,CHN,EU27,
1977,Ni,concentrate,CHN,CHN,
1977,Ni,concentrate,CHN,ROW,
1977,Ni,concentrate,ROW,EU27,
1977,Ni,concentrate,ROW,CHN,
1977,Ni,concentrate,ROW,ROW,
1977,Ni,refined_metal,EU27,EU27,
1977,Ni,refined_metal,EU27,CHN,
1977,Ni,refined_metal,EU27,ROW,
1977,Ni,refined_metal,CHN,EU27,
1977,Ni,refined_metal,CHN,CHN,
1977,Ni,refined_metal,CHN,ROW,
1977,Ni,refined_metal,ROW,EU27,
1977,Ni,refined_metal,ROW,CHN,
1977,Ni,refined_metal,ROW,ROW,
1977,Ni,scrap,EU27,EU27,
1977,Ni,scrap,EU27,CHN,
1977,Ni,scrap,EU27,ROW,
1977,Ni,scrap,CHN,EU27,
1977,Ni,scrap,CHN,CHN,
1977,Ni,scrap,CHN,ROW,
1977,Ni,scrap,ROW,EU27,
1977,Ni,scrap,ROW,CHN,
1977,Ni,scrap,ROW,ROW,
1977,Sn,concentrate,EU27,EU27,
1977,Sn,concentrate,EU27,CHN,
1977,Sn,concentrate,EU27,ROW,
1977,Sn,concentrate,CHN,EU27,
1977,Sn,concentrate,CHN,CHN,
1977,Sn,concentrate,CHN,ROW,
1977,Sn,concentrate,ROW,EU27,
1977,Sn,concentrate,ROW,CHN,
1977,Sn,concentrate,ROW,ROW,
1977,Sn,refined_metal,EU27,EU27,
1977,Sn,refined_metal,EU27,CHN,
1977,Sn,refined_metal,EU27,ROW,
1977,Sn,refined_metal,CHN,EU27,
1977,Sn,refined_metal,CHN,CHN,
1977,Sn,refined_metal,CHN,ROW,
1977,Sn,refined_metal,ROW,EU27,
1977,Sn,refined_metal,ROW,CHN,
1977,Sn,refined_metal,ROW,ROW,
1977,Sn,scrap,EU27,EU27,
1977,Sn,scrap,EU27,CHN,
1977,Sn,scrap,EU27,ROW,
1977,Sn,scrap,CHN,EU27,
1977,Sn,scrap,CHN,CHN,
1977,Sn,scrap,CHN,ROW,
1977,Sn,scrap,ROW,EU27,
1977,Sn,scrap,ROW,CHN,
1977,Sn,scrap,ROW,ROW,
1978,Zn,concentrate,EU27,EU27,
1978,Zn,concentrate,EU27,CHN,
1978,Zn,concentrate,EU27,ROW,
1978,Zn,concentrate,CHN,EU27,
1978,Zn,concentrate,CHN,CHN,
1978,Zn,concentrate,CHN,ROW,
1978,Zn,concentrate,ROW,EU27,
1978,Zn,concentrate,ROW,CHN,
1978,Zn,concentrate,ROW,ROW,
1978,Zn,refined_metal,EU27,EU27,
1978,Zn,refined_metal,EU27,CHN,
1978,Zn,refined_metal,EU27,ROW,
1978,Zn,refined_metal,CHN,EU27,
1978,Zn,refined_metal,CHN,CHN,
1978,Zn,refined_metal,CHN,ROW,
1978,Zn,refined_metal,ROW,EU27,
1978,Zn,refined_metal,ROW,CHN,
1978,Zn,refined_metal,ROW,ROW,
1978,Zn,scrap,EU27,EU27,
1978,Zn,scrap,EU27,CHN,
1978,Zn,scrap,EU27,ROW,
1978,Zn,scrap,CHN,EU27,
1978,Zn,scrap,CHN,CHN,
1978,Zn,scrap,CHN,ROW,
1978,Zn,scrap,ROW,EU27,
1978,Zn,scrap,ROW,CHN,
1978,Zn,scrap,ROW,ROW,
1978,Ni,concentrate,EU27,EU27,
1978,Ni,concentrate,EU27,CHN,
1978,Ni,concentrate,EU27,ROW,
1978,Ni,concentrate,CHN,EU27,
1978,Ni,concentrate,CHN,CHN,
1978,Ni,concentrate,CHN,ROW,
1978,Ni,concentrate,ROW,EU27,
1978,Ni,concentrate,ROW,CHN,
1978,Ni,concentrate,ROW,ROW,
1978,Ni,refined_metal,EU27,EU27,
1978,Ni,refined_metal,EU27,CHN,
1978,Ni,refined_metal,EU27,ROW,
1978,Ni,refined_metal,CHN,EU27,
1978,Ni,refined_metal,CHN,CHN,
1978,Ni,refined_metal,CHN,ROW,
1978,Ni,refined_metal,ROW,EU27,
1978,Ni,refined_metal,ROW,CHN,
1978,Ni,refined_metal,ROW,ROW,
1978,Ni,scrap,EU27,EU27,
1978,Ni,scrap,EU27,CHN,
1978,Ni,scrap,EU27,ROW,
1978,Ni,scrap,CHN,EU27,
1978,Ni,scrap,CHN,CHN,
1978,Ni,scrap,CHN,ROW,
1978,Ni,scrap,ROW,EU27,
1978,Ni,scrap,ROW,CHN,
1978,Ni,scrap,ROW,ROW,
1978,Sn,concentrate,EU27,EU27,
1978,Sn,concentrate,EU27,CHN,
1978,Sn,concentrate,EU27,ROW,
1978,Sn,concentrate,CHN,EU27,
1978,Sn,concentrate,CHN,CHN,
1978,Sn,concentrate,CHN,ROW,
1978,Sn,concentrate,ROW,EU27,
1978,Sn,concentrate,ROW,CHN,
1978,Sn,concentrate,ROW,ROW,
1978,Sn,refined_metal,EU27,EU27,
1978,Sn,refined_metal,EU27,CHN,
1978,Sn,refined_metal,EU27,ROW,
1978,Sn,refined_metal,CHN,EU27,
1978,Sn,refined_metal,CHN,CHN,
1978,Sn,refined_metal,CHN,ROW,
1978,Sn,refined_metal,ROW,EU27,
1978,Sn,refined_metal,ROW,CHN,
1978,Sn,refined_metal,ROW,ROW,
1978,Sn,scrap,EU27,EU27,
1978,Sn,scrap,EU27,CHN,
1978,Sn,scrap,EU27,ROW,
1978,Sn,scrap,CHN,EU27,
1978,Sn,scrap,CHN,CHN,
1978,Sn,scrap,CHN,ROW,
1978,Sn,scrap,ROW,EU27,
1978,Sn,scrap,ROW,CHN,
1978,Sn,scrap,ROW,ROW,
1979,Zn,concentrate,EU27,EU27,
1979,Zn,concentrate,EU27,CHN,
1979,Zn,concentrate,EU27,ROW,
1979,Zn,concentrate,CHN,EU27,
1979,Zn,concentrate,CHN,CHN,
1979,Zn,concentrate,CHN,ROW,
1979,Zn,concentrate,ROW,EU27,
1979,Zn,concentrate,ROW,CHN,
1979,Zn,concentrate,ROW,ROW,
1979,Zn,refined_metal,EU27,EU27,
1979,Zn,refined_metal,EU27,CHN,
1979,Zn,refined_metal,EU27,ROW,
1979,Zn,refined_metal,CHN,EU27,
1979,Zn,refined_metal,CHN,CHN,
1979,Zn,refined_metal,CHN,ROW,
1979,Zn,refined_metal,ROW,EU27,
1979,Zn,refined_metal,ROW,CHN,
1979,Zn,refined_metal,ROW,ROW,
1979,Zn,scrap,EU27,EU27,
1979,Zn,scrap,EU27,CHN,
1979,Zn,scrap,EU27,ROW,
1979,Zn,scrap,CHN,EU27,
1979,Zn,scrap,CHN,CHN,
1979,Zn,scrap,CHN,ROW,
1979,Zn,scrap,ROW,EU27,
1979,Zn,scrap,ROW,CHN,
1979,Zn,scrap,ROW,ROW,
1979,Ni,concentrate,EU27,EU27,
1979,Ni,concentrate,EU27,CHN,
1979,Ni,concentrate,EU27,ROW,
1979,Ni,concentrate,CHN,EU27,
1979,Ni,concentrate,CHN,CHN,
1979,Ni,concentrate,CHN,ROW,
1979,Ni,concentrate,ROW,EU27,
1979,Ni,concentrate,ROW,CHN,
1979,Ni,concentrate,ROW,ROW,
1979,Ni,refined_metal,EU27,EU27,
1979,Ni,refined_metal,EU27,CHN,
1979,Ni,refined_metal,EU27,ROW,
1979,Ni,refined_metal,CHN,EU27,
1979,Ni,refined_metal,CHN,CHN,
1979,Ni,refined_metal,CHN,ROW,
1979,Ni,refined_metal,ROW,EU27,
1979,Ni,refined_metal,ROW,CHN,
1979,Ni,refined_metal,ROW,ROW,
1979,Ni,scrap,EU27,EU27,
1979,Ni,scrap,EU27,CHN,
1979,Ni,scrap,EU27,ROW,
1979,Ni,scrap,CHN,EU27,
1979,Ni,scrap,CHN,CHN,
1979,Ni,scrap,CHN,ROW,
1979,Ni,scrap,ROW,EU27,
1979,Ni,scrap,ROW,CHN,
1979,Ni,scrap,ROW,ROW,
1979,Sn,concentrate,EU27,EU27,
1979,Sn,concentrate,EU27,CHN,
1979,Sn,concentrate,EU27,ROW,
1979,Sn,concentrate,CHN,EU27,
1979,Sn,concentrate,CHN,CHN,
1979,Sn,concentrate,CHN,ROW,
1979,Sn,concentrate,ROW,EU27,
1979,Sn,concentrate,ROW,CHN,
1979,Sn,concentrate,ROW,ROW,
1979,Sn,refined_metal,EU27,EU27,
1979,Sn,refined_metal,EU27,CHN,
1979,Sn,refined_metal,EU27,ROW,
1979,Sn,refined_metal,CHN,EU27,
1979,Sn,refined_metal,CHN,CHN,
1979,Sn,refined_metal,CHN,ROW,
1979,Sn,refined_metal,ROW,EU27,
1979,Sn,refined_metal,ROW,CHN,
1979,Sn,refined_metal,ROW,ROW,
1979,Sn,scrap,EU27,EU27,
1979,Sn,scrap,EU27,CHN,
1979,Sn,scrap,EU27,ROW,
1979,Sn,scrap,CHN,EU27,
1979,Sn,scrap,CHN,CHN,
1979,Sn,scrap,CHN,ROW,
1979,Sn,scrap,ROW,EU27,
1979,Sn,scrap,ROW,CHN,
1979,Sn,scrap,ROW,ROW,
1980,Zn,concentrate,EU27,EU27,
1980,Zn,concentrate,EU27,CHN,
1980,Zn,concentrate,EU27,ROW,
1980,Zn,concentrate,CHN,EU27,
1980,Zn,concentrate,CHN,CHN,
1980,Zn,concentrate,CHN,ROW,
1980,Zn,concentrate,ROW,EU27,
1980,Zn,concentrate,ROW,CHN,
1980,Zn,concentrate,ROW,ROW,
1980,Zn,refined_metal,EU27,EU27,
1980,Zn,refined_metal,EU27,CHN,
1980,Zn,refined_metal,EU27,ROW,
1980,Zn,refined_metal,CHN,EU27,
1980,Zn,refined_metal,CHN,CHN,
1980,Zn,refined_metal,CHN,ROW,
1980,Zn,refined_metal,ROW,EU27,
1980,Zn,refined_metal,ROW,CHN,
1980,Zn,refined_metal,ROW,ROW,
1980,Zn,scrap,EU27,EU27,
1980,Zn,scrap,EU27,CHN,
1980,Zn,scrap,EU27,ROW,
1980,Zn,scrap,CHN,EU27,
1980,Zn,scrap,CHN,CHN,
1980,Zn,scrap,CHN,ROW,
1980,Zn,scrap,ROW,EU27,
1980,Zn,scrap,ROW,CHN,
1980,Zn,scrap,ROW,ROW,
1980,Ni,concentrate,EU27,EU27,
1980,Ni,concentrate,EU27,CHN,
1980,Ni,concentrate,EU27,ROW,
1980,Ni,concentrate,CHN,EU27,
1980,Ni,concentrate,CHN,CHN,
1980,Ni,concentrate,CHN,ROW,
1980,Ni,concentrate,ROW,EU27,
1980,Ni,concentrate,ROW,CHN,
1980,Ni,concentrate,ROW,ROW,
1980,Ni,refined_metal,EU27,EU27,
1980,Ni,refined_metal,EU27,CHN,
1980,Ni,refined_metal,EU27,ROW,
1980,Ni,refined_metal,CHN,EU27,
1980,Ni,refined_metal,CHN,CHN,
1980,Ni,refined_metal,CHN,ROW,
1980,Ni,refined_metal,ROW,EU27,
1980,Ni,refined_metal,ROW,CHN,
1980,Ni,refined_metal,ROW,ROW,
1980,Ni,scrap,EU27,EU27,
1980,Ni,scrap,EU27,CHN,
1980,Ni,scrap,EU27,ROW,
1980,Ni,scrap,CHN,EU27,
1980,Ni,scrap,CHN,CHN,
1980,Ni,scrap,CHN,ROW,
1980,Ni,scrap,ROW,EU27,
1980,Ni,scrap,ROW,CHN,
1980,Ni,scrap,ROW,ROW,
1980,Sn,concentrate,EU27,EU27,
1980,Sn,concentrate,EU27,CHN,
1980,Sn,concentrate,EU27,ROW,
1980,Sn,concentrate,CHN,EU27,
1980,Sn,concentrate,CHN,CHN,
1980,Sn,concentrate,CHN,ROW,
1980,Sn,concentrate,ROW,EU27,
1980,Sn,concentrate,ROW,CHN,
1980,Sn,concentrate,ROW,ROW,
1980,Sn,refined_metal,EU27,EU27,
1980,Sn,refined_metal,EU27,CHN,
1980,Sn,refined_metal,EU27,ROW,
1980,Sn,refined_metal,CHN,EU27,
1980,Sn,refined_metal,CHN,CHN,
1980,Sn,refined_metal,CHN,ROW,
1980,Sn,refined_metal,ROW,EU27,
1980,Sn,refined_metal,ROW,CHN,
1980,Sn,refined_metal,ROW,ROW,
1980,Sn,scrap,EU27,EU27,
1980,Sn,scrap,EU27,CHN,
1980,Sn,scrap,EU27,ROW,
1980,Sn,scrap,CHN,EU27,
1980,Sn,scrap,CHN,CHN,
1980,Sn,scrap,CHN,ROW,
1980,Sn,scrap,ROW,EU27,
1980,Sn,scrap,ROW,CHN,
1980,Sn,scrap,ROW,ROW,
1981,Zn,concentrate,EU27,EU27,
1981,Zn,concentrate,EU27,CHN,
1981,Zn,concentrate,EU27,ROW,
1981,Zn,concentrate,CHN,EU27,
1981,Zn,concentrate,CHN,CHN,
1981,Zn,concentrate,CHN,ROW,
1981,Zn,concentrate,ROW,EU27,
1981,Zn,concentrate,ROW,CHN,
1981,Zn,concentrate,ROW,ROW,
1981,Zn,refined_metal,EU27,EU27,
1981,Zn,refined_metal,EU27,CHN,
1981,Zn,refined_metal,EU27,ROW,
1981,Zn,refined_metal,CHN,EU27,
1981,Zn,refined_metal,CHN,CHN,
1981,Zn,refined_metal,CHN,ROW,
1981,Zn,refined_metal,ROW,EU27,
1981,Zn,refined_metal,ROW,CHN,
1981,Zn,refined_metal,ROW,ROW,
1981,Zn,scrap,EU27,EU27,
1981,Zn,scrap,EU27,CHN,
1981,Zn,scrap,EU27,ROW,
1981,Zn,scrap,CHN,EU27,
1981,Zn,scrap,CHN,CHN,
1981,Zn,scrap,CHN,ROW,
1981,Zn,scrap,ROW,EU27,
1981,Zn,scrap,ROW,CHN,
1981,Zn,scrap,ROW,ROW,
1981,Ni,concentrate,EU27,EU27,
1981,Ni,concentrate,EU27,CHN,
1981,Ni,concentrate,EU27,ROW,
1981,Ni,concentrate,CHN,EU27,
1981,Ni,concentrate,CHN,CHN,
1981,Ni,concentrate,CHN,ROW,
1981,Ni,concentrate,ROW,EU27,
1981,Ni,concentrate,ROW,CHN,
1981,Ni,concentrate,ROW,ROW,
1981,Ni,refined_metal,EU27,EU27,
1981,Ni,refined_metal,EU27,CHN,
1981,Ni,refined_metal,EU27,ROW,
1981,Ni,refined_metal,CHN,EU27,
1981,Ni,refined_metal,CHN,CHN,
