t,m,c,o,d,value
1927,Sn,scrap,ROW,EU27,0.6392935978287503
1927,Sn,scrap,ROW,ROW,0.3527593818727249
1927,Zn,concentrate,CHN,CHN,0.0019449369543214
1927,Zn,concentrate,CHN,EU27,0.313597368440549
1927,Zn,concentrate,CHN,ROW,0.6844576946051294
1927,Zn,concentrate,EU27,CHN,0.0019449369543214
1927,Zn,concentrate,EU27,EU27,0.3135973684405491
1927,Zn,concentrate,EU27,ROW,0.6844576946051295
1927,Zn,concentrate,ROW,CHN,0.0019449369543214
1927,Zn,concentrate,ROW,EU27,0.313597368440549
1927,Zn,concentrate,ROW,ROW,0.6844576946051295
1927,Zn,refined_metal,CHN,CHN,0.0015980478255724
1927,Zn,refined_metal,CHN,EU27,0.2889118652654983
1927,Zn,refined_metal,CHN,ROW,0.7094900869089292
1927,Zn,refined_metal,EU27,CHN,0.0015980478255724
1927,Zn,refined_metal,EU27,EU27,0.2889118652654983
1927,Zn,refined_metal,EU27,ROW,0.7094900869089293
1927,Zn,refined_metal,ROW,CHN,0.0015980478255724
1927,Zn,refined_metal,ROW,EU27,0.2889118652654983
1927,Zn,refined_metal,ROW,ROW,0.7094900869089292
1927,Zn,scrap,CHN,CHN,0.1840331778212685
1927,Zn,scrap,CHN,EU27,0.5656378354528668
1927,Zn,scrap,CHN,ROW,0.2503289867258645
1927,Zn,scrap,EU27,CHN,0.1840331778212685
1927,Zn,scrap,EU27,EU27,0.5656378354528668
1927,Zn,scrap,EU27,ROW,0.2503289867258645
1927,Zn,scrap,ROW,CHN,0.1840331778212685
1927,Zn,scrap,ROW,EU27,0.5656378354528668
1927,Zn,scrap,ROW,ROW,0.2503289867258645
1928,Ni,concentrate,CHN,CHN,0.0001016227990357
1928,Ni,concentrate,CHN,EU27,0.0040127325551739
1928,Ni,concentrate,CHN,ROW,0.9958856446457902
1928,Ni,concentrate,EU27,CHN,0.0001016227990357
1928,Ni,concentrate,EU27,EU27,0.0040127325551739
1928,Ni,concentrate,EU27,ROW,0.9958856446457902
1928,Ni,concentrate,ROW,CHN,0.0001016227990357
1928,Ni,concentrate,ROW,EU27,0.0040127325551739
1928,Ni,concentrate,ROW,ROW,0.9958856446457904
1928,Ni,refined_metal,CHN,CHN,0.0008460339668365
1928,Ni,refined_metal,CHN,EU27,0.3434938369055783
1928,Ni,refined_metal,CHN,ROW,0.6556601291275852
1928,Ni,refined_metal,EU27,CHN,0.0008460339668365
1928,Ni,refined_metal,EU27,EU27,0.3434938369055783
1928,Ni,refined_metal,EU27,ROW,0.6556601291275853
1928,Ni,refined_metal,ROW,CHN,0.0008460339668365
1928,Ni,refined_metal,ROW,EU27,0.3434938369055783
1928,Ni,refined_metal,ROW,ROW,0.6556601291275852
1928,Ni,scrap,CHN,CHN,0.004844028159137
1928,Ni,scrap,CHN,EU27,0.2911669438888353
1928,Ni,scrap,CHN,ROW,0.7039890279520276
1928,Ni,scrap,EU27,CHN,0.004844028159137
1928,Ni,scrap,EU27,EU27,0.2911669438888353
1928,Ni,scrap,EU27,ROW,0.7039890279520276
1928,Ni,scrap,ROW,CHN,0.004844028159137
1928,Ni,scrap,ROW,EU27,0.2911669438888353
1928,Ni,scrap,ROW,ROW,0.7039890279520276
1928,Sn,concentrate,CHN,CHN,0.0003794512648264
1928,Sn,concentrate,CHN,EU27,0.1265421288248722
1928,Sn,concentrate,CHN,ROW,0.8730784199103012
1928,Sn,concentrate,EU27,CHN,0.0003794512648264
1928,Sn,concentrate,EU27,EU27,0.1265421288248722
1928,Sn,concentrate,EU27,ROW,0.8730784199103012
1928,Sn,concentrate,ROW,CHN,0.0003794512648264
1928,Sn,concentrate,ROW,EU27,0.1265421288248722
1928,Sn,concentrate,ROW,ROW,0.8730784199103013
1928,Sn,refined_metal,CHN,CHN,0.0129616301062314
1928,Sn,refined_metal,CHN,EU27,0.3020388662767663
1928,Sn,refined_metal,CHN,ROW,0.6849995036170022
1928,Sn,refined_metal,EU27,CHN,0.0129616301062314
1928,Sn,refined_metal,EU27,EU27,0.3020388662767664
1928,Sn,refined_metal,EU27,ROW,0.6849995036170022
1928,Sn,refined_metal,ROW,CHN,0.0129616301062314
1928,Sn,refined_metal,ROW,EU27,0.3020388662767663
1928,Sn,refined_metal,ROW,ROW,0.6849995036170022
1928,Sn,scrap,CHN,CHN,0.0079470202985249
1928,Sn,scrap,CHN,EU27,0.6392935978287502
1928,Sn,scrap,CHN,ROW,0.3527593818727248
1928,Sn,scrap,EU27,CHN,0.0079470202985249
1928,Sn,scrap,EU27,EU27,0.6392935978287502
1928,Sn,scrap,EU27,ROW,0.3527593818727249
1928,Sn,scrap,ROW,CHN,0.0079470202985249
1928,Sn,scrap,ROW,EU27,0.6392935978287503
1928,Sn,scrap,ROW,ROW,0.3527593818727249
1928,Zn,concentrate,CHN,CHN,0.0019449369543214
1928,Zn,concentrate,CHN,EU27,0.313597368440549
1928,Zn,concentrate,CHN,ROW,0.6844576946051294
1928,Zn,concentrate,EU27,CHN,0.0019449369543214
1928,Zn,concentrate,EU27,EU27,0.3135973684405491
1928,Zn,concentrate,EU27,ROW,0.6844576946051295
1928,Zn,concentrate,ROW,CHN,0.0019449369543214
1928,Zn,concentrate,ROW,EU27,0.313597368440549
1928,Zn,concentrate,ROW,ROW,0.6844576946051295
1928,Zn,refined_metal,CHN,CHN,0.0015980478255724
1928,Zn,refined_metal,CHN,EU27,0.2889118652654983
1928,Zn,refined_metal,CHN,ROW,0.7094900869089292
1928,Zn,refined_metal,EU27,CHN,0.0015980478255724
1928,Zn,refined_metal,EU27,EU27,0.2889118652654983
1928,Zn,refined_metal,EU27,ROW,0.7094900869089293
1928,Zn,refined_metal,ROW,CHN,0.0015980478255724
1928,Zn,refined_metal,ROW,EU27,0.2889118652654983
1928,Zn,refined_metal,ROW,ROW,0.7094900869089292
1928,Zn,scrap,CHN,CHN,0.1840331778212685
1928,Zn,scrap,CHN,EU27,0.5656378354528668
1928,Zn,scrap,CHN,ROW,0.2503289867258645
1928,Zn,scrap,EU27,CHN,0.1840331778212685
1928,Zn,scrap,EU27,EU27,0.5656378354528668
1928,Zn,scrap,EU27,ROW,0.2503289867258645
1928,Zn,scrap,ROW,CHN,0.1840331778212685
1928,Zn,scrap,ROW,EU27,0.5656378354528668
1928,Zn,scrap,ROW,ROW,0.2503289867258645
1929,Ni,concentrate,CHN,CHN,0.0001016227990357
1929,Ni,concentrate,CHN,EU27,0.0040127325551739
1929,Ni,concentrate,CHN,ROW,0.9958856446457902
1929,Ni,concentrate,EU27,CHN,0.0001016227990357
1929,Ni,concentrate,EU27,EU27,0.0040127325551739
1929,Ni,concentrate,EU27,ROW,0.9958856446457902
1929,Ni,concentrate,ROW,CHN,0.0001016227990357
1929,Ni,concentrate,ROW,EU27,0.0040127325551739
1929,Ni,concentrate,ROW,ROW,0.9958856446457904
1929,Ni,refined_metal,CHN,CHN,0.0008460339668365
1929,Ni,refined_metal,CHN,EU27,0.3434938369055783
1929,Ni,refined_metal,CHN,ROW,0.6556601291275852
1929,Ni,refined_metal,EU27,CHN,0.0008460339668365
1929,Ni,refined_metal,EU27,EU27,0.3434938369055783
1929,Ni,refined_metal,EU27,ROW,0.6556601291275853
1929,Ni,refined_metal,ROW,CHN,0.0008460339668365
1929,Ni,refined_metal,ROW,EU27,0.3434938369055783
1929,Ni,refined_metal,ROW,ROW,0.6556601291275852
1929,Ni,scrap,CHN,CHN,0.004844028159137
1929,Ni,scrap,CHN,EU27,0.2911669438888353
1929,Ni,scrap,CHN,ROW,0.7039890279520276
1929,Ni,scrap,EU27,CHN,0.004844028159137
1929,Ni,scrap,EU27,EU27,0.2911669438888353
1929,Ni,scrap,EU27,ROW,0.7039890279520276
1929,Ni,scrap,ROW,CHN,0.004844028159137
1929,Ni,scrap,ROW,EU27,0.2911669438888353
1929,Ni,scrap,ROW,ROW,0.7039890279520276
1929,Sn,concentrate,CHN,CHN,0.0003794512648264
1929,Sn,concentrate,CHN,EU27,0.1265421288248722
1929,Sn,concentrate,CHN,ROW,0.8730784199103012
1929,Sn,concentrate,EU27,CHN,0.0003794512648264
1929,Sn,concentrate,EU27,EU27,0.1265421288248722
1929,Sn,concentrate,EU27,ROW,0.8730784199103012
1929,Sn,concentrate,ROW,CHN,0.0003794512648264
1929,Sn,concentrate,ROW,EU27,0.1265421288248722
1929,Sn,concentrate,ROW,ROW,0.8730784199103013
1929,Sn,refined_metal,CHN,CHN,0.0129616301062314
1929,Sn,refined_metal,CHN,EU27,0.3020388662767663
1929,Sn,refined_metal,CHN,ROW,0.6849995036170022
1929,Sn,refined_metal,EU27,CHN,0.0129616301062314
1929,Sn,refined_metal,EU27,EU27,0.3020388662767664
1929,Sn,refined_metal,EU27,ROW,0.6849995036170022
1929,Sn,refined_metal,ROW,CHN,0.0129616301062314
1929,Sn,refined_metal,ROW,EU27,0.3020388662767663
1929,Sn,refined_metal,ROW,ROW,0.6849995036170022
1929,Sn,scrap,CHN,CHN,0.0079470202985249
1929,Sn,scrap,CHN,EU27,0.6392935978287502
1929,Sn,scrap,CHN,ROW,0.3527593818727248
1929,Sn,scrap,EU27,CHN,0.0079470202985249
1929,Sn,scrap,EU27,EU27,0.6392935978287502
1929,Sn,scrap,EU27,ROW,0.3527593818727249
1929,Sn,scrap,ROW,CHN,0.0079470202985249
1929,Sn,scrap,ROW,EU27,0.6392935978287503
1929,Sn,scrap,ROW,ROW,0.3527593818727249
1929,Zn,concentrate,CHN,CHN,0.0019449369543214
1929,Zn,concentrate,CHN,EU27,0.313597368440549
1929,Zn,concentrate,CHN,ROW,0.6844576946051294
1929,Zn,concentrate,EU27,CHN,0.0019449369543214
1929,Zn,concentrate,EU27,EU27,0.3135973684405491
1929,Zn,concentrate,EU27,ROW,0.6844576946051295
1929,Zn,concentrate,ROW,CHN,0.0019449369543214
1929,Zn,concentrate,ROW,EU27,0.313597368440549
1929,Zn,concentrate,ROW,ROW,0.6844576946051295
1929,Zn,refined_metal,CHN,CHN,0.0015980478255724
1929,Zn,refined_metal,CHN,EU27,0.2889118652654983
1929,Zn,refined_metal,CHN,ROW,0.7094900869089292
1929,Zn,refined_metal,EU27,CHN,0.0015980478255724
1929,Zn,refined_metal,EU27,EU27,0.2889118652654983
1929,Zn,refined_metal,EU27,ROW,0.7094900869089293
1929,Zn,refined_metal,ROW,CHN,0.0015980478255724
1929,Zn,refined_metal,ROW,EU27,0.2889118652654983
1929,Zn,refined_metal,ROW,ROW,0.7094900869089292
1929,Zn,scrap,CHN,CHN,0.1840331778212685
1929,Zn,scrap,CHN,EU27,0.5656378354528668
1929,Zn,scrap,CHN,ROW,0.2503289867258645
1929,Zn,scrap,EU27,CHN,0.1840331778212685
1929,Zn,scrap,EU27,EU27,0.5656378354528668
1929,Zn,scrap,EU27,ROW,0.2503289867258645
1929,Zn,scrap,ROW,CHN,0.1840331778212685
1929,Zn,scrap,ROW,EU27,0.5656378354528668
1929,Zn,scrap,ROW,ROW,0.2503289867258645
1930,Ni,concentrate,CHN,CHN,0.0001016227990357
1930,Ni,concentrate,CHN,EU27,0.0040127325551739
1930,Ni,concentrate,CHN,ROW,0.9958856446457902
1930,Ni,concentrate,EU27,CHN,0.0001016227990357
1930,Ni,concentrate,EU27,EU27,0.0040127325551739
1930,Ni,concentrate,EU27,ROW,0.9958856446457902
1930,Ni,concentrate,ROW,CHN,0.0001016227990357
1930,Ni,concentrate,ROW,EU27,0.0040127325551739
1930,Ni,concentrate,ROW,ROW,0.9958856446457904
1930,Ni,refined_metal,CHN,CHN,0.0008460339668365
1930,Ni,refined_metal,CHN,EU27,0.3434938369055783
1930,Ni,refined_metal,CHN,ROW,0.6556601291275852
1930,Ni,refined_metal,EU27,CHN,0.0008460339668365
1930,Ni,refined_metal,EU27,EU27,0.3434938369055783
1930,Ni,refined_metal,EU27,ROW,0.6556601291275853
1930,Ni,refined_metal,ROW,CHN,0.0008460339668365
1930,Ni,refined_metal,ROW,EU27,0.3434938369055783
1930,Ni,refined_metal,ROW,ROW,0.6556601291275852
1930,Ni,scrap,CHN,CHN,0.004844028159137
1930,Ni,scrap,CHN,EU27,0.2911669438888353
1930,Ni,scrap,CHN,ROW,0.7039890279520276
1930,Ni,scrap,EU27,CHN,0.004844028159137
1930,Ni,scrap,EU27,EU27,0.2911669438888353
1930,Ni,scrap,EU27,ROW,0.7039890279520276
1930,Ni,scrap,ROW,CHN,0.004844028159137
1930,Ni,scrap,ROW,EU27,0.2911669438888353
1930,Ni,scrap,ROW,ROW,0.7039890279520276
1930,Sn,concentrate,CHN,CHN,0.0003794512648264
1930,Sn,concentrate,CHN,EU27,0.1265421288248722
1930,Sn,concentrate,CHN,ROW,0.8730784199103012
1930,Sn,concentrate,EU27,CHN,0.0003794512648264
1930,Sn,concentrate,EU27,EU27,0.1265421288248722
1930,Sn,concentrate,EU27,ROW,0.8730784199103012
1930,Sn,concentrate,ROW,CHN,0.0003794512648264
1930,Sn,concentrate,ROW,EU27,0.1265421288248722
1930,Sn,concentrate,ROW,ROW,0.8730784199103013
1930,Sn,refined_metal,CHN,CHN,0.0129616301062314
1930,Sn,refined_metal,CHN,EU27,0.3020388662767663
1930,Sn,refined_metal,CHN,ROW,0.6849995036170022
1930,Sn,refined_metal,EU27,CHN,0.0129616301062314
1930,Sn,refined_metal,EU27,EU27,0.3020388662767664
1930,Sn,refined_metal,EU27,ROW,0.6849995036170022
1930,Sn,refined_metal,ROW,CHN,0.0129616301062314
1930,Sn,refined_metal,ROW,EU27,0.3020388662767663
1930,Sn,refined_metal,ROW,ROW,0.6849995036170022
1930,Sn,scrap,CHN,CHN,0.0079470202985249
1930,Sn,scrap,CHN,EU27,0.6392935978287502
1930,Sn,scrap,CHN,ROW,0.3527593818727248
1930,Sn,scrap,EU27,CHN,0.0079470202985249
1930,Sn,scrap,EU27,EU27,0.6392935978287502
1930,Sn,scrap,EU27,ROW,0.3527593818727249
1930,Sn,scrap,ROW,CHN,0.0079470202985249
1930,Sn,scrap,ROW,EU27,0.6392935978287503
1930,Sn,scrap,ROW,ROW,0.3527593818727249
1930,Zn,concentrate,CHN,CHN,0.0019449369543214
1930,Zn,concentrate,CHN,EU27,0.313597368440549
1930,Zn,concentrate,CHN,ROW,0.6844576946051294
1930,Zn,concentrate,EU27,CHN,0.0019449369543214
1930,Zn,concentrate,EU27,EU27,0.3135973684405491
1930,Zn,concentrate,EU27,ROW,0.6844576946051295
1930,Zn,concentrate,ROW,CHN,0.0019449369543214
1930,Zn,concentrate,ROW,EU27,0.313597368440549
1930,Zn,concentrate,ROW,ROW,0.6844576946051295
1930,Zn,refined_metal,CHN,CHN,0.0015980478255724
1930,Zn,refined_metal,CHN,EU27,0.2889118652654983
1930,Zn,refined_metal,CHN,ROW,0.7094900869089292
1930,Zn,refined_metal,EU27,CHN,0.0015980478255724
1930,Zn,refined_metal,EU27,EU27,0.2889118652654983
1930,Zn,refined_metal,EU27,ROW,0.7094900869089293
1930,Zn,refined_metal,ROW,CHN,0.0015980478255724
1930,Zn,refined_metal,ROW,EU27,0.2889118652654983
1930,Zn,refined_metal,ROW,ROW,0.7094900869089292
1930,Zn,scrap,CHN,CHN,0.1840331778212685
1930,Zn,scrap,CHN,EU27,0.5656378354528668
1930,Zn,scrap,CHN,ROW,0.2503289867258645
1930,Zn,scrap,EU27,CHN,0.1840331778212685
1930,Zn,scrap,EU27,EU27,0.5656378354528668
1930,Zn,scrap,EU27,ROW,0.2503289867258645
1930,Zn,scrap,ROW,CHN,0.1840331778212685
1930,Zn,scrap,ROW,EU27,0.5656378354528668
1930,Zn,scrap,ROW,ROW,0.2503289867258645
1931,Ni,concentrate,CHN,CHN,0.0001016227990357
1931,Ni,concentrate,CHN,EU27,0.0040127325551739
1931,Ni,concentrate,CHN,ROW,0.9958856446457902
1931,Ni,concentrate,EU27,CHN,0.0001016227990357
1931,Ni,concentrate,EU27,EU27,0.0040127325551739
1931,Ni,concentrate,EU27,ROW,0.9958856446457902
1931,Ni,concentrate,ROW,CHN,0.0001016227990357
1931,Ni,concentrate,ROW,EU27,0.0040127325551739
1931,Ni,concentrate,ROW,ROW,0.9958856446457904
1931,Ni,refined_metal,CHN,CHN,0.0008460339668365
1931,Ni,refined_metal,CHN,EU27,0.3434938369055783
1931,Ni,refined_metal,CHN,ROW,0.6556601291275852
1931,Ni,refined_metal,EU27,CHN,0.0008460339668365
1931,Ni,refined_metal,EU27,EU27,0.3434938369055783
1931,Ni,refined_metal,EU27,ROW,0.6556601291275853
1931,Ni,refined_metal,ROW,CHN,0.0008460339668365
1931,Ni,refined_metal,ROW,EU27,0.3434938369055783
1931,Ni,refined_metal,ROW,ROW,0.6556601291275852
1931,Ni,scrap,CHN,CHN,0.004844028159137
1931,Ni,scrap,CHN,EU27,0.2911669438888353
1931,Ni,scrap,CHN,ROW,0.7039890279520276
1931,Ni,scrap,EU27,CHN,0.004844028159137
1931,Ni,scrap,EU27,EU27,0.2911669438888353
1931,Ni,scrap,EU27,ROW,0.7039890279520276
1931,Ni,scrap,ROW,CHN,0.004844028159137
1931,Ni,scrap,ROW,EU27,0.2911669438888353
1931,Ni,scrap,ROW,ROW,0.7039890279520276
1931,Sn,concentrate,CHN,CHN,0.0003794512648264
1931,Sn,concentrate,CHN,EU27,0.1265421288248722
1931,Sn,concentrate,CHN,ROW,0.8730784199103012
1931,Sn,concentrate,EU27,CHN,0.0003794512648264
1931,Sn,concentrate,EU27,EU27,0.1265421288248722
1931,Sn,concentrate,EU27,ROW,0.8730784199103012
1931,Sn,concentrate,ROW,CHN,0.0003794512648264
1931,Sn,concentrate,ROW,EU27,0.1265421288248722
1931,Sn,concentrate,ROW,ROW,0.8730784199103013
1931,Sn,refined_metal,CHN,CHN,0.0129616301062314
1931,Sn,refined_metal,CHN,EU27,0.3020388662767663
1931,Sn,refined_metal,CHN,ROW,0.6849995036170022
1931,Sn,refined_metal,EU27,CHN,0.0129616301062314
1931,Sn,refined_metal,EU27,EU27,0.3020388662767664
1931,Sn,refined_metal,EU27,ROW,0.6849995036170022
1931,Sn,refined_metal,ROW,CHN,0.0129616301062314
1931,Sn,refined_metal,ROW,EU27,0.3020388662767663
1931,Sn,refined_metal,ROW,ROW,0.6849995036170022
1931,Sn,scrap,CHN,CHN,0.0079470202985249
1931,Sn,scrap,CHN,EU27,0.6392935978287502
1931,Sn,scrap,CHN,ROW,0.3527593818727248
1931,Sn,scrap,EU27,CHN,0.0079470202985249
1931,Sn,scrap,EU27,EU27,0.6392935978287502
1931,Sn,scrap,EU27,ROW,0.3527593818727249
1931,Sn,scrap,ROW,CHN,0.0079470202985249
1931,Sn,scrap,ROW,EU27,0.6392935978287503
1931,Sn,scrap,ROW,ROW,0.3527593818727249
1931,Zn,concentrate,CHN,CHN,0.0019449369543214
1931,Zn,concentrate,CHN,EU27,0.313597368440549
1931,Zn,concentrate,CHN,ROW,0.6844576946051294
1931,Zn,concentrate,EU27,CHN,0.0019449369543214
1931,Zn,concentrate,EU27,EU27,0.3135973684405491
1931,Zn,concentrate,EU27,ROW,0.6844576946051295
1931,Zn,concentrate,ROW,CHN,0.0019449369543214
1931,Zn,concentrate,ROW,EU27,0.313597368440549
1931,Zn,concentrate,ROW,ROW,0.6844576946051295
1931,Zn,refined_metal,CHN,CHN,0.0015980478255724
1931,Zn,refined_metal,CHN,EU27,0.2889118652654983
1931,Zn,refined_metal,CHN,ROW,0.7094900869089292
1931,Zn,refined_metal,EU27,CHN,0.0015980478255724
1931,Zn,refined_metal,EU27,EU27,0.2889118652654983
1931,Zn,refined_metal,EU27,ROW,0.7094900869089293
1931,Zn,refined_metal,ROW,CHN,0.0015980478255724
1931,Zn,refined_metal,ROW,EU27,0.2889118652654983
1931,Zn,refined_metal,ROW,ROW,0.7094900869089292
1931,Zn,scrap,CHN,CHN,0.1840331778212685
1931,Zn,scrap,CHN,EU27,0.5656378354528668
1931,Zn,scrap,CHN,ROW,0.2503289867258645
1931,Zn,scrap,EU27,CHN,0.1840331778212685
1931,Zn,scrap,EU27,EU27,0.5656378354528668
1931,Zn,scrap,EU27,ROW,0.2503289867258645
1931,Zn,scrap,ROW,CHN,0.1840331778212685
1931,Zn,scrap,ROW,EU27,0.5656378354528668
1931,Zn,scrap,ROW,ROW,0.2503289867258645
1932,Ni,concentrate,CHN,CHN,0.0001016227990357
1932,Ni,concentrate,CHN,EU27,0.0040127325551739
1932,Ni,concentrate,CHN,ROW,0.9958856446457902
1932,Ni,concentrate,EU27,CHN,0.0001016227990357
1932,Ni,concentrate,EU27,EU27,0.0040127325551739
1932,Ni,concentrate,EU27,ROW,0.9958856446457902
1932,Ni,concentrate,ROW,CHN,0.0001016227990357
1932,Ni,concentrate,ROW,EU27,0.0040127325551739
1932,Ni,concentrate,ROW,ROW,0.9958856446457904
1932,Ni,refined_metal,CHN,CHN,0.0008460339668365
1932,Ni,refined_metal,CHN,EU27,0.3434938369055783
1932,Ni,refined_metal,CHN,ROW,0.6556601291275852
1932,Ni,refined_metal,EU27,CHN,0.0008460339668365
1932,Ni,refined_metal,EU27,EU27,0.3434938369055783
1932,Ni,refined_metal,EU27,ROW,0.6556601291275853
1932,Ni,refined_metal,ROW,CHN,0.0008460339668365
1932,Ni,refined_metal,ROW,EU27,0.3434938369055783
1932,Ni,refined_metal,ROW,ROW,0.6556601291275852
1932,Ni,scrap,CHN,CHN,0.004844028159137
1932,Ni,scrap,CHN,EU27,0.2911669438888353
1932,Ni,scrap,CHN,ROW,0.7039890279520276
1932,Ni,scrap,EU27,CHN,0.004844028159137
1932,Ni,scrap,EU27,EU27,0.2911669438888353
1932,Ni,scrap,EU27,ROW,0.7039890279520276
1932,Ni,scrap,ROW,CHN,0.004844028159137
1932,Ni,scrap,ROW,EU27,0.2911669438888353
1932,Ni,scrap,ROW,ROW,0.7039890279520276
1932,Sn,concentrate,CHN,CHN,0.0003794512648264
1932,Sn,concentrate,CHN,EU27,0.1265421288248722
1932,Sn,concentrate,CHN,ROW,0.8730784199103012
1932,Sn,concentrate,EU27,CHN,0.0003794512648264
1932,Sn,concentrate,EU27,EU27,0.1265421288248722
1932,Sn,concentrate,EU27,ROW,0.8730784199103012
1932,Sn,concentrate,ROW,CHN,0.0003794512648264
1932,Sn,concentrate,ROW,EU27,0.1265421288248722
1932,Sn,concentrate,ROW,ROW,0.8730784199103013
1932,Sn,refined_metal,CHN,CHN,0.0129616301062314
1932,Sn,refined_metal,CHN,EU27,0.3020388662767663
1932,Sn,refined_metal,CHN,ROW,0.6849995036170022
1932,Sn,refined_metal,EU27,CHN,0.0129616301062314
1932,Sn,refined_metal,EU27,EU27,0.3020388662767664
1932,Sn,refined_metal,EU27,ROW,0.6849995036170022
1932,Sn,refined_metal,ROW,CHN,0.0129616301062314
1932,Sn,refined_metal,ROW,EU27,0.3020388662767663
1932,Sn,refined_metal,ROW,ROW,0.6849995036170022
1932,Sn,scrap,CHN,CHN,0.0079470202985249
1932,Sn,scrap,CHN,EU27,0.6392935978287502
1932,Sn,scrap,CHN,ROW,0.3527593818727248
1932,Sn,scrap,EU27,CHN,0.0079470202985249
1932,Sn,scrap,EU27,EU27,0.6392935978287502
1932,Sn,scrap,EU27,ROW,0.3527593818727249
1932,Sn,scrap,ROW,CHN,0.0079470202985249
1932,Sn,scrap,ROW,EU27,0.6392935978287503
1932,Sn,scrap,ROW,ROW,0.3527593818727249
1932,Zn,concentrate,CHN,CHN,0.0019449369543214
1932,Zn,concentrate,CHN,EU27,0.313597368440549
1932,Zn,concentrate,CHN,ROW,0.6844576946051294
1932,Zn,concentrate,EU27,CHN,0.0019449369543214
1932,Zn,concentrate,EU27,EU27,0.3135973684405491
1932,Zn,concentrate,EU27,ROW,0.6844576946051295
1932,Zn,concentrate,ROW,CHN,0.0019449369543214
1932,Zn,concentrate,ROW,EU27,0.313597368440549
1932,Zn,concentrate,ROW,ROW,0.6844576946051295
1932,Zn,refined_metal,CHN,CHN,0.0015980478255724
1932,Zn,refined_metal,CHN,EU27,0.2889118652654983
1932,Zn,refined_metal,CHN,ROW,0.7094900869089292
1932,Zn,refined_metal,EU27,CHN,0.0015980478255724
1932,Zn,refined_metal,EU27,EU27,0.2889118652654983
1932,Zn,refined_metal,EU27,ROW,0.7094900869089293
1932,Zn,refined_metal,ROW,CHN,0.0015980478255724
1932,Zn,refined_metal,ROW,EU27,0.2889118652654983
1932,Zn,refined_metal,ROW,ROW,0.7094900869089292
1932,Zn,scrap,CHN,CHN,0.1840331778212685
1932,Zn,scrap,CHN,EU27,0.5656378354528668
1932,Zn,scrap,CHN,ROW,0.2503289867258645
1932,Zn,scrap,EU27,CHN,0.1840331778212685
1932,Zn,scrap,EU27,EU27,0.5656378354528668
1932,Zn,scrap,EU27,ROW,0.2503289867258645
1932,Zn,scrap,ROW,CHN,0.1840331778212685
1932,Zn,scrap,ROW,EU27,0.5656378354528668
1932,Zn,scrap,ROW,ROW,0.2503289867258645
1933,Ni,concentrate,CHN,CHN,0.0001016227990357
1933,Ni,concentrate,CHN,EU27,0.0040127325551739
1933,Ni,concentrate,CHN,ROW,0.9958856446457902
1933,Ni,concentrate,EU27,CHN,0.0001016227990357
1933,Ni,concentrate,EU27,EU27,0.0040127325551739
1933,Ni,concentrate,EU27,ROW,0.9958856446457902
1933,Ni,concentrate,ROW,CHN,0.0001016227990357
1933,Ni,concentrate,ROW,EU27,0.0040127325551739
1933,Ni,concentrate,ROW,ROW,0.9958856446457904
1933,Ni,refined_metal,CHN,CHN,0.0008460339668365
1933,Ni,refined_metal,CHN,EU27,0.3434938369055783
1933,Ni,refined_metal,CHN,ROW,0.6556601291275852
1933,Ni,refined_metal,EU27,CHN,0.0008460339668365
1933,Ni,refined_metal,EU27,EU27,0.3434938369055783
1933,Ni,refined_metal,EU27,ROW,0.6556601291275853
1933,Ni,refined_metal,ROW,CHN,0.0008460339668365
1933,Ni,refined_metal,ROW,EU27,0.3434938369055783
1933,Ni,refined_metal,ROW,ROW,0.6556601291275852
1933,Ni,scrap,CHN,CHN,0.004844028159137
1933,Ni,scrap,CHN,EU27,0.2911669438888353
1933,Ni,scrap,CHN,ROW,0.7039890279520276
1933,Ni,scrap,EU27,CHN,0.004844028159137
1933,Ni,scrap,EU27,EU27,0.2911669438888353
1933,Ni,scrap,EU27,ROW,0.7039890279520276
1933,Ni,scrap,ROW,CHN,0.004844028159137
1933,Ni,scrap,ROW,EU27,0.2911669438888353
1933,Ni,scrap,ROW,ROW,0.7039890279520276
1933,Sn,concentrate,CHN,CHN,0.0003794512648264
1933,Sn,concentrate,CHN,EU27,0.1265421288248722
1933,Sn,concentrate,CHN,ROW,0.8730784199103012
1933,Sn,concentrate,EU27,CHN,0.0003794512648264
1933,Sn,concentrate,EU27,EU27,0.1265421288248722
1933,Sn,concentrate,EU27,ROW,0.8730784199103012
1933,Sn,concentrate,ROW,CHN,0.0003794512648264
1933,Sn,concentrate,ROW,EU27,0.1265421288248722
1933,Sn,concentrate,ROW,ROW,0.8730784199103013
1933,Sn,refined_metal,CHN,CHN,0.0129616301062314
1933,Sn,refined_metal,CHN,EU27,0.3020388662767663
1933,Sn,refined_metal,CHN,ROW,0.6849995036170022
1933,Sn,refined_metal,EU27,CHN,0.0129616301062314
1933,Sn,refined_metal,EU27,EU27,0.3020388662767664
1933,Sn,refined_metal,EU27,ROW,0.6849995036170022
1933,Sn,refined_metal,ROW,CHN,0.0129616301062314
1933,Sn,refined_metal,ROW,EU27,0.3020388662767663
1933,Sn,refined_metal,ROW,ROW,0.6849995036170022
1933,Sn,scrap,CHN,CHN,0.0079470202985249
1933,Sn,scrap,CHN,EU27,0.6392935978287502
1933,Sn,scrap,CHN,ROW,0.3527593818727248
1933,Sn,scrap,EU27,CHN,0.0079470202985249
